 | Distribuição de receita por categoria e município | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 | Residencial (0 a 5 m³) | 62266.474178002 | 62301.52020041711 | 62336.56622283221 | 62371.61224524732 | 62406.65826766244 | 62445.82735153815 | 62353.058468674615 | 62260.289585811086 | 62167.52070294756 | 62074.75182008403 | 61981.9829372205 | 61802.62976368433 | 61623.276590148176 | 61443.92341661202 | 61264.570243075854 | 61081.094008079104 | 60823.40266679151 | 60565.71132550392 | 60308.019984216335 | 60050.32864292876 | 59794.698832371476 | 59537.00749108388 | 59279.3161497963 | 59021.62480850871 | 58763.93346722112 | 58506.24212593354 | 58248.55078464595 | 57990.85944335837 | 57733.16810207078 | 57475.4767607832
 | Residencial (> 5m³ a 10m³) | 238215.25018952246 | 238349.32710824916 | 238483.40402697588 | 238617.48094570258 | 238751.55786442934 | 238901.40853830037 | 238546.49904755314 | 238191.58955680596 | 237836.68006605876 | 237481.77057531156 | 237126.86108456436 | 236440.7027357864 | 235754.5443870085 | 235068.3860382306 | 234382.22768945264 | 233680.29558553043 | 232694.4358890104 | 231708.5761924904 | 230722.71649597038 | 229736.8567994504 | 228758.88398050255 | 227773.02428398252 | 226787.16458746252 | 225801.30489094253 | 224815.44519442247 | 223829.5854979025 | 222843.72580138248 | 221857.8661048625 | 220872.00640834245 | 219886.14671182248
 | Residencial (> 10m³ a 15m³) | 240410.7327322277 | 240546.0453549415 | 240681.3579776553 | 240816.6706003691 | 240951.98322308293 | 241103.21497788074 | 240745.0345059912 | 240386.8540341017 | 240028.67356221224 | 239670.49309032274 | 239312.31261843327 | 238619.8303727802 | 237927.3481271272 | 237234.86588147422 | 236542.38363582117 | 235833.9822580842 | 234839.0365028356 | 233844.090747587 | 232849.1449923384 | 231854.19923708984 | 230867.21304788324 | 229872.2672926346 | 228877.32153738604 | 227882.37578213745 | 226887.43002688882 | 225892.48427164025 | 224897.53851639165 | 223902.59276114308 | 222907.64700589445 | 221912.70125064589
 | Residencial (> 15m³ a 20m³) | 148916.5600603368 | 149000.37616154941 | 149084.19226276202 | 149168.00836397463 | 149251.82446518724 | 149345.50128418958 | 149123.63513392088 | 148901.7689836522 | 148679.90283338353 | 148458.03668311486 | 148236.17053284618 | 147807.22930899338 | 147378.2880851406 | 146949.34686128786 | 146520.40563743506 | 146081.60369579258 | 145465.30883393515 | 144849.0139720777 | 144232.71911022026 | 143616.42424836283 | 143005.05974540024 | 142388.76488354278 | 141772.47002168538 | 141156.17515982792 | 140539.88029797046 | 139923.58543611303 | 139307.2905742556 | 138690.99571239817 | 138074.7008505407 | 137458.40598868328
 | Residencial (> 20m³ a 40m³) | 137059.87546852804 | 137137.01816098482 | 137214.16085344163 | 137291.3035458984 | 137368.44623835522 | 137454.66454168927 | 137250.4632969507 | 137046.26205221214 | 136842.06080747358 | 136637.859562735 | 136433.65831799642 | 136038.8692448352 | 135644.08017167394 | 135249.29109851274 | 134854.50202535148 | 134450.63734131298 | 133883.41166148364 | 133316.18598165427 | 132748.9603018249 | 132181.73462199557 | 131619.04674760482 | 131051.82106777545 | 130484.5953879461 | 129917.36970811673 | 129350.14402828735 | 128782.91834845801 | 128215.69266862865 | 127648.46698879931 | 127081.24130896993 | 126514.01562914057
 | Residencial (>40m³) | 16636.039709344033 | 16645.40312727076 | 16654.766545197486 | 16664.12996312421 | 16673.49338105094 | 16683.958377557283 | 16659.172859515944 | 16634.38734147461 | 16609.601823433277 | 16584.81630539194 | 16560.030787350606 | 16512.112119137357 | 16464.19345092411 | 16416.274782710865 | 16368.356114497616 | 16319.335867704754 | 16250.487206478823 | 16181.638545252892 | 16112.78988402696 | 16043.941222801033 | 15975.64335086491 | 15906.794689638977 | 15837.94602841305 | 15769.097367187118 | 15700.248705961185 | 15631.400044735256 | 15562.551383509324 | 15493.702722283397 | 15424.854061057464 | 15356.005399831534
 | Comercial | 111103.15634350956 | 111165.68957281162 | 111228.22280211368 | 111290.75603141575 | 111353.28926071784 | 111423.17934052603 | 111257.65020413819 | 111092.12106775035 | 110926.59193136253 | 110761.06279497471 | 110595.5336585869 | 110275.51066157041 | 109955.48766455395 | 109635.4646675375 | 109315.44167052102 | 108988.06182299844 | 108528.25866636558 | 108068.45550973272 | 107608.65235309987 | 107148.84919646702 | 106692.72446508725 | 106232.92130845437 | 105773.11815182153 | 105313.31499518867 | 104853.5118385558 | 104393.70868192296 | 103933.9055252901 | 103474.10236865727 | 103014.2992120244 | 102554.49605539156
 | Industrial | 20054.192910488557 | 20065.480199572063 | 20076.767488655572 | 20088.05477773908 | 20099.34206682259 | 20111.957272268864 | 20082.079154106636 | 20052.201035944407 | 20022.322917782178 | 19992.44479961995 | 19962.56668145772 | 19904.802319677405 | 19847.037957897093 | 19789.273596116785 | 19731.509234336474 | 19672.4169561934 | 19589.42218352054 | 19506.42741084768 | 19423.432638174818 | 19340.43786550196 | 19258.107051010484 | 19175.11227833762 | 19092.11750566476 | 19009.1227329919 | 18926.127960319038 | 18843.133187646177 | 18760.138414973317 | 18677.14364230046 | 18594.148869627596 | 18511.15409695474
 | Pública | 34985.051865742804 | 35004.742829910385 | 35024.433794077966 | 35044.12475824554 | 35063.81572241313 | 35085.82327060043 | 35033.70013015682 | 34981.57698971323 | 34929.45384926963 | 34877.33070882603 | 34825.20756838244 | 34724.43616352481 | 34623.66475866719 | 34522.89335380957 | 34422.12194895194 | 34319.03396007461 | 34174.247458842394 | 34029.46095761018 | 33884.67445637796 | 33739.88795514575 | 33596.259745923395 | 33451.473244691166 | 33306.68674345896 | 33161.900242226744 | 33017.11374099452 | 32872.32723976231 | 32727.54073853009 | 32582.75423729788 | 32437.967736065657 | 32293.181234833446
 | Cruzeiro da Fortaleza | 202006.28390578512 | 202227.90352608764 | 202449.52314639022 | 202671.1427666928 | 202892.7623869953 | 203225.19181744914 | 203169.78691237356 | 203114.38200729786 | 203058.97710222227 | 203003.5721971466 | 202837.35748191967 | 202394.1182413145 | 201950.87900070942 | 201507.6397601043 | 201064.40051949918 | 200676.56618396967 | 200011.70732306206 | 199346.84846215433 | 198681.98960124663 | 198017.13074033894 | 197352.2718794313 | 196687.41301852357 | 196022.55415761587 | 195357.6952967082 | 194692.83643580056 | 194027.97757489287 | 193363.11871398514 | 192698.2598530775 | 192033.4009921698 | 191368.54213126213
 | Residencial Social | 130429.41815483833 | 130572.51131792646 | 130715.60448101461 | 130858.69764410277 | 131001.79080719089 | 131216.43055182308 | 131180.65726105106 | 131144.883970279 | 131109.110679507 | 131073.33738873497 | 130966.01751641885 | 130679.83119024258 | 130393.6448640663 | 130107.45853789002 | 129821.27221171375 | 129570.8591763095 | 129141.57968704509 | 128712.30019778066 | 128283.02070851625 | 127853.74121925182 | 127424.46172998742 | 126995.182240723 | 126565.90275145858 | 126136.62326219417 | 125707.34377292974 | 125278.06428366534 | 124848.78479440091 | 124419.50530513651 | 123990.2258158721 | 123560.94632660768
 | Residencial (Fixa) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Residencial (0 a 5 m³) | 4182.701804637506 | 4187.290616271775 | 4191.879427906047 | 4196.468239540317 | 4201.057051174587 | 4207.940268625993 | 4206.793065717426 | 4205.645862808858 | 4204.4986599002905 | 4203.351456991722 | 4199.90984826602 | 4190.732224997479 | 4181.554601728938 | 4172.376978460397 | 4163.199355191857 | 4155.168934831883 | 4141.402499929071 | 4127.63606502626 | 4113.8696301234495 | 4100.103195220638 | 4086.3367603178267 | 4072.570325415015 | 4058.8038905122035 | 4045.0374556093925 | 4031.2710207065807 | 4017.5045858037697 | 4003.7381509009583 | 3989.9717159981474 | 3976.2052810953355 | 3962.4388461925246
 | Residencial (> 5m³ a 10m³) | 11847.86475975366 | 11860.862965743514 | 11873.861171733372 | 11886.859377723229 | 11899.857583713083 | 11919.354892697867 | 11916.105341200402 | 11912.855789702939 | 11909.606238205475 | 11906.356686708012 | 11896.60803221562 | 11870.611620235908 | 11844.615208256195 | 11818.618796276483 | 11792.622384296772 | 11769.875523814524 | 11730.880905844957 | 11691.886287875388 | 11652.89166990582 | 11613.897051936252 | 11574.902433966687 | 11535.907815997118 | 11496.913198027549 | 11457.918580057982 | 11418.923962088415 | 11379.929344118847 | 11340.934726149279 | 11301.940108179711 | 11262.945490210142 | 11223.950872240577
 | Residencial (> 10m³ a 15m³) | 13655.533877203297 | 13670.515263793755 | 13685.496650384215 | 13700.478036974675 | 13715.459423565133 | 13737.931503450822 | 13734.186156803205 | 13730.440810155591 | 13726.695463507978 | 13722.950116860364 | 13711.714076917518 | 13681.7513037366 | 13651.788530555683 | 13621.825757374765 | 13591.862984193847 | 13565.645557660544 | 13520.701397889166 | 13475.757238117789 | 13430.813078346413 | 13385.868918575035 | 13340.92475880366 | 13295.980599032282 | 13251.036439260904 | 13206.09227948953 | 13161.148119718153 | 13116.203959946777 | 13071.2598001754 | 13026.315640404024 | 12981.371480632646 | 12936.42732086127
 | Residencial (> 15m³ a 20m³) | 9804.850478518609 | 9815.607308445671 | 9826.364138372735 | 9837.1209682998 | 9847.877798226864 | 9864.013043117458 | 9861.323835635692 | 9858.634628153926 | 9855.945420672162 | 9853.256213190396 | 9845.188590745098 | 9823.67493089097 | 9802.161271036843 | 9780.647611182714 | 9759.133951328588 | 9740.309498956227 | 9708.039009175034 | 9675.768519393843 | 9643.498029612652 | 9611.22753983146 | 9578.95705005027 | 9546.686560269078 | 9514.416070487885 | 9482.145580706696 | 9449.875090925503 | 9417.604601144312 | 9385.334111363121 | 9353.06362158193 | 9320.79313180074 | 9288.522642019549
 | Residencial (> 20m³ a 40m³) | 8927.858846348588 | 8937.653535154237 | 8947.448223959886 | 8957.242912765534 | 8967.037601571183 | 8981.729634779655 | 8979.280962578243 | 8976.83229037683 | 8974.38361817542 | 8971.934945974008 | 8964.588929369771 | 8944.999551758474 | 8925.410174147177 | 8905.82079653588 | 8886.231418924583 | 8869.090713514697 | 8839.706647097752 | 8810.322580680806 | 8780.938514263862 | 8751.554447846915 | 8722.17038142997 | 8692.786315013025 | 8663.402248596078 | 8634.018182179134 | 8604.634115762188 | 8575.250049345243 | 8545.865982928297 | 8516.481916511353 | 8487.097850094406 | 8457.713783677462
 | Residencial (>40m³) | 2149.402458283428 | 2151.760552039087 | 2154.1186457947465 | 2156.476739550406 | 2158.834833306065 | 2162.3719739395538 | 2161.782450500639 | 2161.1929270617243 | 2160.6034036228098 | 2160.013880183895 | 2158.2453098671504 | 2153.5291223558315 | 2148.812934844513 | 2144.0967473331943 | 2139.380559821876 | 2135.253895749472 | 2128.1796144824943 | 2121.1053332155166 | 2114.031051948539 | 2106.956770681561 | 2099.8824894145832 | 2092.8082081476055 | 2085.733926880627 | 2078.6596456136494 | 2071.5853643466717 | 2064.511083079694 | 2057.436801812716 | 2050.3625205457383 | 2043.2882392787606 | 2036.2139580117828
 | Comercial | 11716.364466535535 | 11729.218404513082 | 11742.072342490632 | 11754.92628046818 | 11767.780218445729 | 11787.06112541205 | 11783.847640917664 | 11780.634156423277 | 11777.42067192889 | 11774.207187434504 | 11764.566733951342 | 11738.858857996243 | 11713.150982041147 | 11687.44310608605 | 11661.735230130953 | 11639.240838670243 | 11600.679024737598 | 11562.11721080495 | 11523.555396872305 | 11484.993582939658 | 11446.431769007015 | 11407.869955074368 | 11369.30814114172 | 11330.746327209077 | 11292.18451327643 | 11253.622699343785 | 11215.060885411138 | 11176.499071478494 | 11137.937257545847 | 11099.375443613202
 | Industrial | 808.0251356231403 | 808.9116141043505 | 809.7980925855608 | 810.684571066771 | 811.5710495479813 | 812.9007672697966 | 812.679147649494 | 812.4575280291914 | 812.235908408889 | 812.0142887885864 | 811.3494299276787 | 809.5764729652582 | 807.8035160028377 | 806.0305590404172 | 804.2576020779967 | 802.7062647358788 | 800.046829292248 | 797.3873938486172 | 794.7279584049866 | 792.0685229613557 | 789.4090875177251 | 786.7496520740943 | 784.0902166304635 | 781.4307811868329 | 778.771345743202 | 776.1119102995714 | 773.4524748559405 | 770.7930394123099 | 768.1336039686792 | 765.4741685250484
 | Pública | 8484.263924042973 | 8493.57194809568 | 8502.879972148388 | 8512.187996201097 | 8521.496020253804 | 8535.458056332865 | 8533.131050319687 | 8530.804044306511 | 8528.477038293335 | 8526.150032280158 | 8519.169014240626 | 8500.552966135212 | 8481.936918029796 | 8463.32086992438 | 8444.704821818967 | 8428.415779726727 | 8400.491707568604 | 8372.567635410482 | 8344.643563252359 | 8316.719491094236 | 8288.795418936113 | 8260.87134677799 | 8232.947274619868 | 8205.023202461745 | 8177.099130303622 | 8149.1750581455 | 8121.250985987376 | 8093.326913829254 | 8065.402841671131 | 8037.478769513009
 | Guimarânia | 393493.0501469147 | 397136.9059745349 | 400780.76180215477 | 404424.6176297747 | 408068.47345739475 | 411668.95004897163 | 414835.6342801176 | 418002.3185112634 | 421169.00274240936 | 424335.6869735554 | 427458.9919686581 | 429974.9876591576 | 432490.9833496572 | 435006.9790401567 | 437522.9747306562 | 440125.72889324196 | 441947.656807052 | 443769.5847208619 | 445591.5126346719 | 447413.4405484818 | 449148.6099902057 | 450970.53790401574 | 452792.46581782564 | 454614.39373163565 | 456436.32164544554 | 458258.2495592556 | 460080.1774730657 | 461902.1053868756 | 463724.03330068564 | 465545.96121449553
 | Residencial Social | 240638.04668286577 | 242866.42237698557 | 245094.79807110538 | 247323.17376522516 | 249551.54945934497 | 251753.39687139195 | 253689.96146271031 | 255626.5260540287 | 257563.09064534708 | 259499.65523666554 | 261409.69154591105 | 262948.3319061366 | 264486.9722663622 | 266025.6126265878 | 267564.2529868134 | 269155.94991118467 | 270270.1377582446 | 271384.32560530445 | 272498.51345236436 | 273612.7012994243 | 274673.8325823384 | 275788.02042939834 | 276902.20827645826 | 278016.3961235182 | 279130.58397057804 | 280244.77181763796 | 281358.9596646979 | 282473.1475117578 | 283587.33535881765 | 284701.5232058776
 | Residencial (Fixa) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Residencial (0 a 5 m³) | 8799.699606324702 | 8881.18728871157 | 8962.674971098437 | 9044.162653485304 | 9125.650335872171 | 9206.167926802054 | 9276.98460316207 | 9347.801279522084 | 9418.617955882099 | 9489.434632242117 | 9559.281217145144 | 9615.546521650362 | 9671.811826155581 | 9728.077130660799 | 9784.342435166016 | 9842.547922585209 | 9883.291763778641 | 9924.035604972076 | 9964.779446165508 | 10005.523287358943 | 10044.326945638404 | 10085.070786831839 | 10125.814628025271 | 10166.558469218706 | 10207.302310412138 | 10248.046151605573 | 10288.789992799006 | 10329.53383399244 | 10370.277675185875 | 10411.021516379307
 | Residencial (> 5m³ a 10m³) | 24925.910507557233 | 25156.7314184419 | 25387.552329326565 | 25618.373240211233 | 25849.194151095897 | 26077.267193993845 | 26277.861557024564 | 26478.455920055287 | 26679.050283086006 | 26879.644646116732 | 27077.491141160728 | 27236.867484390616 | 27396.243827620507 | 27555.620170850394 | 27714.99651408028 | 27879.868593283616 | 27995.27904872595 | 28110.689504168284 | 28226.099959610616 | 28341.51041505295 | 28451.425134521836 | 28566.835589964172 | 28682.246045406504 | 28797.656500848836 | 28913.06695629117 | 29028.477411733504 | 29143.887867175836 | 29259.29832261817 | 29374.708778060507 | 29490.119233502835
 | Residencial (> 10m³ a 15m³) | 28728.941649665026 | 28994.979693824644 | 29261.017737984257 | 29527.05578214387 | 29793.093826303484 | 30055.964750889772 | 30287.16447974277 | 30518.364208595765 | 30749.563937448762 | 30980.763666301766 | 31208.796275581433 | 31392.489210834497 | 31576.18214608757 | 31759.875081340633 | 31943.568016593697 | 32133.595190993423 | 32266.614213073233 | 32399.633235153044 | 32532.652257232847 | 32665.671279312653 | 32792.3560622458 | 32925.37508432561 | 33058.394106405416 | 33191.41312848523 | 33324.43215056504 | 33457.45117264484 | 33590.47019472465 | 33723.48921680445 | 33856.508238884264 | 33989.52726096407
 | Residencial (> 15m³ a 20m³) | 20627.75280806092 | 20818.771575107236 | 21009.79034215355 | 21200.80910919986 | 21391.827876246174 | 21580.572610351464 | 21746.577015046474 | 21912.581419741484 | 22078.585824436494 | 22244.590229131507 | 22408.32060088549 | 22540.21451146509 | 22672.108422044686 | 22804.002332624284 | 22935.896243203882 | 23072.338219665533 | 23167.847603188693 | 23263.35698671185 | 23358.866370235006 | 23454.375753758166 | 23545.337071399266 | 23640.846454922423 | 23736.35583844558 | 23831.86522196874 | 23927.374605491896 | 24022.883989015052 | 24118.39337253821 | 24213.90275606137 | 24309.412139584525 | 24404.92152310768
 | Residencial (> 20m³ a 40m³) | 18782.710230127155 | 18956.643386265474 | 19130.576542403793 | 19304.509698542108 | 19478.442854680427 | 19650.305378007575 | 19801.461573223016 | 19952.61776843846 | 20103.7739636539 | 20254.930158869345 | 20404.015721273616 | 20524.1124243215 | 20644.20912736939 | 20764.305830417274 | 20884.40253346516 | 21008.64050213539 | 21095.607080204547 | 21182.573658273708 | 21269.540236342866 | 21356.506814412023 | 21439.33212685884 | 21526.298704928002 | 21613.26528299716 | 21700.23186106632 | 21787.198439135478 | 21874.165017204636 | 21961.131595273797 | 22048.098173342954 | 22135.064751412116 | 22222.031329481273
